t,susceptible,exposed,infected,recovered,dead
151,0.4470517337322235,0.0012678486527875066,0.0019121652003377676,0.5490615963935852,0.0007066697580739856
152,0.44127368927001953,0.000997651368379593,0.002140793716534972,0.55488121509552,0.0007066697580739856
153,0.4395485818386078,0.0013302018633112311,0.0020784405060112476,0.5563361644744873,0.0007066697580739856
154,0.4386548399925232,0.0016211834736168385,0.0020992248319089413,0.5569180846214294,0.0007066697580739856
155,0.4358489513397217,0.0019537340849637985,0.0017458898946642876,0.5597447752952576,0.0007066697580739856
156,0.4344356060028076,0.0019537340849637985,0.0016003991477191448,0.5613036155700684,0.0007066697580739856
157,0.43115168809890747,0.0019537340849637985,0.001558830263093114,0.5646291375160217,0.0007066697580739856
158,0.42975911498069763,0.0016627523582428694,0.0018082431051880121,0.5660632252693176,0.0007066697580739856
159,0.4268493056297302,0.0014341238420456648,0.0022031469270586967,0.5687860250473022,0.0007274541421793401
160,0.4260387122631073,0.0016627523582428694,0.002286284463480115,0.5692848563194275,0.0007274541421793401
161,0.42564380168914795,0.0014133395161479712,0.0025149129796773195,0.5697005391120911,0.0007274541421793401
162,0.42433440685272217,0.0014341238420456648,0.002140793716534972,0.5713632702827454,0.0007274541421793401
163,0.4216947853565216,0.0016211834736168385,0.002016087295487523,0.5739405155181885,0.0007274541421793401
164,0.4182029962539673,0.0014341238420456648,0.001995302736759186,0.577640175819397,0.0007274541421793401
165,0.4156257212162018,0.0013094174209982157,0.001974518410861492,0.5803629159927368,0.0007274541421793401
166,0.41246649622917175,0.0012262798845767975,0.0016211834736168385,0.583958625793457,0.0007274541421793401
167,0.41159355640411377,0.0008729449473321438,0.001974518410861492,0.5848315358161926,0.0007274541421793401
168,0.4111778736114502,0.0007898073527030647,0.001995302736759186,0.585309624671936,0.0007274541421793401
169,0.4096190333366394,0.0008729449473321438,0.0016211834736168385,0.5871593952178955,0.0007274541421793401
170,0.40689629316329956,0.0010392202530056238,0.0014341238420456648,0.589902937412262,0.0007274541421793401
171,0.40327978134155273,0.0009560826001688838,0.0014133395161479712,0.5936233401298523,0.0007274541421793401
172,0.4014507532119751,0.0008729449473321438,0.001163926674053073,0.5957849621772766,0.0007274541421793401
173,0.3997672200202942,0.0007898073527030647,0.0010600045789033175,0.5976555347442627,0.0007274541421793401
174,0.3993099629878998,0.0006235321052372456,0.001163926674053073,0.5981751680374146,0.0007274541421793401
175,0.3992476165294647,0.0005196101265028119,0.0011431422317400575,0.5983622074127197,0.0007274541421793401
176,0.39893585443496704,0.00039490367635153234,0.001163926674053073,0.5987778902053833,0.0007274541421793401
177,0.397356241941452,0.0003533348790369928,0.0010600045789033175,0.6004822254180908,0.0007482385262846947
178,0.3964209258556366,0.0003117660526186228,0.0009145137737505138,0.6016045808792114,0.0007482385262846947
179,0.3958597481250763,0.00037411926314234734,0.0006235321052372456,0.6023944020271301,0.0007482385262846947
180,0.39504915475845337,0.00041568808956071734,0.000602747721131891,0.603184163570404,0.0007482385262846947
181,0.3947581946849823,0.0003325504658278078,0.0005403945106081665,0.6036206483840942,0.0007482385262846947
